obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;model_id;model_name;support;nat_lang_template;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice receipt_Object_purchase requisition item;Multi-object;;Responded Existence[invoice receipt, purchase requisition item] | | |;Binary;set();set();Responded Existence;invoice receipt;purchase requisition item;['52d31278d1f542feaf22eb09e3dfb239'];['REVISION (15/9)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice receipt': 0.7916640639305115, 'purchase requisition item': 0.5305654406547546};0.6611147522926331;4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice receipt_Object_purchase requisition item;0.5982290835149826;['Record Invoice Receipt', 'Cancel Invoice Receipt'];['Create Purchase Requisition Item'];4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice receipt_Object_purchase requisition item;10215
4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice receipt_Object_quantity;Multi-object;;Responded Existence[invoice receipt, quantity] | | |;Binary;set();set();Responded Existence;invoice receipt;quantity;['52d31278d1f542feaf22eb09e3dfb239'];['REVISION (15/9)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice receipt': 0.7916640639305115, 'quantity': 0.6227349638938904};0.7071995139122009;4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice receipt_Object_quantity;0.6397053689725937;['Record Invoice Receipt', 'Cancel Invoice Receipt'];['Change Quantity'];4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice receipt_Object_quantity;10341
4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice_Object_purchase requisition item;Multi-object;;Responded Existence[invoice, purchase requisition item] | | |;Binary;set();set();Responded Existence;invoice;purchase requisition item;['52d31278d1f542feaf22eb09e3dfb239'];['REVISION (15/9)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice': 1.0, 'purchase requisition item': 0.5305654406547546};0.7652827203273773;4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice_Object_purchase requisition item;0.6919802547462525;['Vendor creates invoice', 'Clear Invoice'];['Create Purchase Requisition Item'];4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice_Object_purchase requisition item;9792
4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice_Object_quantity;Multi-object;;Responded Existence[invoice, quantity] | | |;Binary;set();set();Responded Existence;invoice;quantity;['52d31278d1f542feaf22eb09e3dfb239'];['REVISION (15/9)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice': 1.0, 'quantity': 0.6227349638938904};0.8113674819469452;4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice_Object_quantity;0.7334565402038635;['Vendor creates invoice', 'Clear Invoice'];['Change Quantity'];4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice_Object_quantity;9921
4ef26705-5e30-42e2-988a-97c6181bc3da_Object_final invoice indicator_Object_purchase requisition item;Multi-object;;Responded Existence[final invoice indicator, purchase requisition item] | | |;Binary;set();set();Responded Existence;final invoice indicator;purchase requisition item;['52d31278d1f542feaf22eb09e3dfb239'];['REVISION (15/9)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'final invoice indicator': 0.6769558787345886, 'purchase requisition item': 0.5305654406547546};0.6037606596946716;4ef26705-5e30-42e2-988a-97c6181bc3da_Object_final invoice indicator_Object_purchase requisition item;0.5466104001768174;['Change Final Invoice Indicator'];['Create Purchase Requisition Item'];4ef26705-5e30-42e2-988a-97c6181bc3da_Object_final invoice indicator_Object_purchase requisition item;3
4ef26705-5e30-42e2-988a-97c6181bc3da_Object_final invoice indicator_Object_quantity;Multi-object;;Responded Existence[final invoice indicator, quantity] | | |;Binary;set();set();Responded Existence;final invoice indicator;quantity;['52d31278d1f542feaf22eb09e3dfb239'];['REVISION (15/9)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'final invoice indicator': 0.6769558787345886, 'quantity': 0.6227349638938904};0.6498454213142395;4ef26705-5e30-42e2-988a-97c6181bc3da_Object_final invoice indicator_Object_quantity;0.5880866856344285;['Change Final Invoice Indicator'];['Change Quantity'];4ef26705-5e30-42e2-988a-97c6181bc3da_Object_final invoice indicator_Object_quantity;3
4ef26705-5e30-42e2-988a-97c6181bc3da_Object_subsequent invoice_Object_purchase requisition item;Multi-object;;Responded Existence[subsequent invoice, purchase requisition item] | | |;Binary;set();set();Responded Existence;subsequent invoice;purchase requisition item;['52d31278d1f542feaf22eb09e3dfb239'];['REVISION (15/9)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'subsequent invoice': 0.8053135275840759, 'purchase requisition item': 0.5305654406547546};0.6679394841194153;4ef26705-5e30-42e2-988a-97c6181bc3da_Object_subsequent invoice_Object_purchase requisition item;0.6043713421590866;['Cancel Subsequent Invoice', 'Record Subsequent Invoice'];['Create Purchase Requisition Item'];4ef26705-5e30-42e2-988a-97c6181bc3da_Object_subsequent invoice_Object_purchase requisition item;23
4ef26705-5e30-42e2-988a-97c6181bc3da_Object_subsequent invoice_Object_quantity;Multi-object;;Responded Existence[subsequent invoice, quantity] | | |;Binary;set();set();Responded Existence;subsequent invoice;quantity;['52d31278d1f542feaf22eb09e3dfb239'];['REVISION (15/9)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'subsequent invoice': 0.8053135275840759, 'quantity': 0.6227349638938904};0.7140242457389832;4ef26705-5e30-42e2-988a-97c6181bc3da_Object_subsequent invoice_Object_quantity;0.6458476276166977;['Cancel Subsequent Invoice', 'Record Subsequent Invoice'];['Change Quantity'];4ef26705-5e30-42e2-988a-97c6181bc3da_Object_subsequent invoice_Object_quantity;22
c01a27a2-9887-4ab1-a7ee-aaa47b7120a2_Object_order confirmation_Object_approval;Multi-object;;Precedence[order confirmation, approval] | | |;Binary;set();set();Precedence;order confirmation;approval;['3747e83e43a348dc9bdc9b04438b0d59'];['system actions'];1;{2} occurs only if it is preceded by {1};{'order confirmation': 0.6210375428199768, 'approval': 0.5018429756164551};0.5614402592182159;c01a27a2-9887-4ab1-a7ee-aaa47b7120a2_Object_order confirmation_Object_approval;0.5085220397480072;['Receive Order Confirmation'];['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];c01a27a2-9887-4ab1-a7ee-aaa47b7120a2_Object_order confirmation_Object_approval;651
c01a27a2-9887-4ab1-a7ee-aaa47b7120a2_Object_purchase order item_Object_approval;Multi-object;;Precedence[purchase order item, approval] | | |;Binary;set();set();Precedence;purchase order item;approval;['3747e83e43a348dc9bdc9b04438b0d59'];['system actions'];1;{2} occurs only if it is preceded by {1};{'purchase order item': 0.6102054119110107, 'approval': 0.5018429756164551};0.5560241937637329;c01a27a2-9887-4ab1-a7ee-aaa47b7120a2_Object_purchase order item_Object_approval;0.5036475808389725;['Create Purchase Order Item', 'Delete Purchase Order Item', 'Reactivate Purchase Order Item'];['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];c01a27a2-9887-4ab1-a7ee-aaa47b7120a2_Object_purchase order item_Object_approval;609
c01a27a2-9887-4ab1-a7ee-aaa47b7120a2_Object_purchase order_Object_approval;Multi-object;;Precedence[purchase order, approval] | | |;Binary;set();set();Precedence;purchase order;approval;['3747e83e43a348dc9bdc9b04438b0d59'];['system actions'];1;{2} occurs only if it is preceded by {1};{'purchase order': 0.7390336990356445, 'approval': 0.5018429756164551};0.6204383373260498;c01a27a2-9887-4ab1-a7ee-aaa47b7120a2_Object_purchase order_Object_approval;0.5616203100450577;['Release Purchase Order'];['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];c01a27a2-9887-4ab1-a7ee-aaa47b7120a2_Object_purchase order_Object_approval;650
0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_invoice;Multi-object;;Responded Existence[approval, invoice] | | |;Binary;set();set();Responded Existence;approval;invoice;['3905dc21d83c47659c682eb6631f3172'];['Bank Process'];1;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'invoice': 0.5571190714836121};0.7785595953464508;0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_invoice;0.7039294422634186;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Vendor creates invoice', 'Clear Invoice'];0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_invoice;113
0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment block;Multi-object;;Responded Existence[approval, payment block] | | |;Binary;set();set();Responded Existence;approval;payment block;['3905dc21d83c47659c682eb6631f3172'];['Bank Process'];1;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'payment block': 0.69561368227005};0.8478069007396698;0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment block;0.7662520171173157;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Remove Payment Block', 'Set Payment Block'];0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment block;624
0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment term;Multi-object;;Responded Existence[approval, payment term] | | |;Binary;set();set();Responded Existence;approval;payment term;['3905dc21d83c47659c682eb6631f3172'];['Bank Process'];1;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'payment term': 0.7836142182350159};0.8918071687221527;0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment term;0.8058522583015503;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Change payment term'];0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment term;651
0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_purchase order;Multi-object;;Responded Existence[approval, purchase order] | | |;Binary;set();set();Responded Existence;approval;purchase order;['3905dc21d83c47659c682eb6631f3172'];['Bank Process'];1;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'purchase order': 0.6005205512046814};0.8002603352069855;0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_purchase order;0.7234601081378998;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Release Purchase Order'];0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_purchase order;650
f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_invoice receipt;Multi-object;;Responded Existence[purchase requisition item, invoice receipt] | | |;Binary;set();set();Responded Existence;purchase requisition item;invoice receipt;['eb9f0ede52c5463183d3f5d758279201'];['2. Claim Assessment (To-Be)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase requisition item': 0.525179386138916, 'invoice receipt': 0.7430298328399658};0.6341046094894409;f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_invoice receipt;0.5739199549921097;['Create Purchase Requisition Item'];['Record Invoice Receipt', 'Cancel Invoice Receipt'];f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_invoice receipt;289
f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_invoice;Multi-object;;Responded Existence[purchase requisition item, invoice] | | |;Binary;set();set();Responded Existence;purchase requisition item;invoice;['eb9f0ede52c5463183d3f5d758279201'];['2. Claim Assessment (To-Be)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase requisition item': 0.525179386138916, 'invoice': 0.8487736582756042};0.6869765222072601;f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_invoice;0.621504676438147;['Create Purchase Requisition Item'];['Vendor creates invoice', 'Clear Invoice'];f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_invoice;289
f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_final invoice indicator;Multi-object;;Responded Existence[purchase requisition item, final invoice indicator] | | |;Binary;set();set();Responded Existence;purchase requisition item;final invoice indicator;['eb9f0ede52c5463183d3f5d758279201'];['2. Claim Assessment (To-Be)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase requisition item': 0.525179386138916, 'final invoice indicator': 0.6860896348953247};0.6056345105171204;f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_final invoice indicator;0.5482968659170212;['Create Purchase Requisition Item'];['Change Final Invoice Indicator'];f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_final invoice indicator;1220
f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_subsequent invoice;Multi-object;;Responded Existence[purchase requisition item, subsequent invoice] | | |;Binary;set();set();Responded Existence;purchase requisition item;subsequent invoice;['eb9f0ede52c5463183d3f5d758279201'];['2. Claim Assessment (To-Be)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase requisition item': 0.525179386138916, 'subsequent invoice': 0.6998878717422485};0.6125336289405823;f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_subsequent invoice;0.5545060724981369;['Create Purchase Requisition Item'];['Cancel Subsequent Invoice', 'Record Subsequent Invoice'];f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase requisition item_Object_subsequent invoice;1220
f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase order item_Object_invoice;Multi-object;;Responded Existence[purchase order item, invoice] | | |;Binary;set();set();Responded Existence;purchase order item;invoice;['eb9f0ede52c5463183d3f5d758279201'];['2. Claim Assessment (To-Be)'];1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order item': 0.7573211789131165, 'invoice': 0.8487736582756042};0.8030474185943604;f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase order item_Object_invoice;0.7259684831865372;['Create Purchase Order Item', 'Delete Purchase Order Item', 'Reactivate Purchase Order Item'];['Vendor creates invoice', 'Clear Invoice'];f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase order item_Object_invoice;4459
320cec05-f481-47bd-b2c1-3193b1bb3a99_Object_order confirmation_Object_srm document;Multi-object;;Alternate Precedence[order confirmation, srm document] | | |;Binary;set();set();Alternate Precedence;order confirmation;srm document;['ab3a226597d3436ea10f6619d0db7758'];['12345678'];1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'order confirmation': 0.6423998475074768, 'srm document': 0.5160659551620483};0.5792329013347626;320cec05-f481-47bd-b2c1-3193b1bb3a99_Object_order confirmation_Object_srm document;0.5245354176528992;['Receive Order Confirmation'];['SRM: Document Completed'];320cec05-f481-47bd-b2c1-3193b1bb3a99_Object_order confirmation_Object_srm document;611
320cec05-f481-47bd-b2c1-3193b1bb3a99_Object_purchase order item_Object_srm document;Multi-object;;Alternate Precedence[purchase order item, srm document] | | |;Binary;set();set();Alternate Precedence;purchase order item;srm document;['ab3a226597d3436ea10f6619d0db7758'];['12345678'];1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'purchase order item': 0.6163763403892517, 'srm document': 0.5160659551620483};0.56622114777565;320cec05-f481-47bd-b2c1-3193b1bb3a99_Object_purchase order item_Object_srm document;0.5128248394496979;['Create Purchase Order Item', 'Delete Purchase Order Item', 'Reactivate Purchase Order Item'];['SRM: Document Completed'];320cec05-f481-47bd-b2c1-3193b1bb3a99_Object_purchase order item_Object_srm document;609
320cec05-f481-47bd-b2c1-3193b1bb3a99_Object_purchase order_Object_srm document;Multi-object;;Alternate Precedence[purchase order, srm document] | | |;Binary;set();set();Alternate Precedence;purchase order;srm document;['ab3a226597d3436ea10f6619d0db7758'];['12345678'];1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'purchase order': 0.7213391661643982, 'srm document': 0.5160659551620483};0.6187025606632233;320cec05-f481-47bd-b2c1-3193b1bb3a99_Object_purchase order_Object_srm document;0.5600581110485138;['Release Purchase Order'];['SRM: Document Completed'];320cec05-f481-47bd-b2c1-3193b1bb3a99_Object_purchase order_Object_srm document;611
7abf1b28-26dc-474d-bdb1-d8987cbe44d1_Object_goods receipt_Object_invoice receipt;Multi-object;;Alternate Precedence[goods receipt, invoice receipt] | | |;Binary;set();set();Alternate Precedence;goods receipt;invoice receipt;['ab48330d5c4b4971bb6f862bfa00e9c4'];['W5-P7 (Order-to-cash)'];1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'goods receipt': 0.6772770285606384, 'invoice receipt': 0.5157285332679749};0.5965027809143066;7abf1b28-26dc-474d-bdb1-d8987cbe44d1_Object_goods receipt_Object_invoice receipt;0.5400783092744889;['Record Goods Receipt', 'Cancel Goods Receipt'];['Record Invoice Receipt', 'Cancel Invoice Receipt'];7abf1b28-26dc-474d-bdb1-d8987cbe44d1_Object_goods receipt_Object_invoice receipt;783
